,name,title,attributes,description,section,section_type,available,special_title,capacity,enrolled,crn,levels,schedule_type,instructors,where,days,time
1323,INTM 406,Quality Management Systems,"Eligible Pass/Fail Course, Standard Tuition Rate","This course focuses on how organizations manage quality in a competitive marketplace regardless of the nature of the industry. Students learn how quality is determined, measured, controlled and improved in an organization. Core quality concepts and associated tools are covered, inclusive of quality management principles, various process improvement methodologies, and the role of statistics in decision-making. Quality function deployment, value stream mapping, process capability, measurement system analysis, risk assessment using Failure Mode and Effects Analysis (FMEA), hypothesis testing, analysis of variance (ANOVA), design of experiments, and statistical process control (SPC). Students utilize Minitab to explore quality tools and perform data analysis to support decision-making.",Fall 2020,Class,7,,15,8,11066,"Graduate Business, Graduate, Undergraduate",Lecture,Rama Shankar,TBA,S,9am - 11:40am
1324,INTM 408,Cost Management,"Eligible Pass/Fail Course, Standard Tuition Rate","This course introduces accounting information used for decision-making within a business enterprise. Financial reporting, financial terminology, and the three major financial statements are reviewed. Product costing, short-term and long-term decision-making, budgeting, control of operations, and performance evaluations are covered as are cost-volume-profit relationships, relevant costs, flexible budgets, and standard costs.",Fall 2020,Class,4,,8,4,10717,"Graduate Business, Graduate, Undergraduate",Lecture,John Twombly,TBA,MW,5pm - 6:15pm
1325,INTM 409,Inventory Control,"Communications Requirement, Eligible Pass/Fail Course, Standard Tuition Rate","Fundamentals of inventory control including inventory classifications, i.e. raw materials, work-in-process (WIP), and finished goods. Topics include inventory record keeping, inventory turnover, the 80/20 (or ABC) approach, safety stock, forecasting, dependent and independent demand, lead times, excess/obsolete inventory, and inventory controls. Material Resource Planning (MRP) and Enterprise Resource Planning (ERP) are included.",Fall 2020,Class,3,,7,4,11886,"Graduate Business, Graduate, Undergraduate",Lecture,Mazin Safar,TBA,W,1:50pm - 4:30pm
1326,CSP 571,Data Preparation and Analysis,Standard Tuition Rate,Surveys industrial and scientific applications of data analytics with case studies including exploration of ethical issues via case studies. Students will work with a variety of real world data sets and learn how to prepare data sets for analysis by cleaning and reformatting. We will also cover a variety of data exploration techniques including summary statistics and visualization methods.,Fall 2020,Class,12,,40,28,12440,"Graduate Business, Graduate, Undergraduate",Lecture,Jawahar Panchal,TBA,W,6:25pm - 9:05pm
1327,ITMO 356,Intro Open Source OS,Standard Tuition Rate,"Students learn to set up and configure an industry-standard open source operating system including system installation and basic system administration; system architecture; package management; command-line commands; devices, filesystems, and the filesystem hierarchy standard. Also addressed are applications, shells, scripting and data management; user interfaces and desktops; administrative tasks; essential system services; networking fundamentals; and security, as well as support issues for open source software. Multiple distributions are covered with emphasis on the two leading major distribution forks.",Fall 2020,Class,22,,35,13,13229,Undergraduate,Lecture/Lab,Vasilios Pappademetriou,TBA,W,5:30pm - 9:05pm
1328,IEP 023,IEP Listen & Speak Level III,,"IEP Listening and Speaking Level III (IEP 023) develops more advanced listening and note taking skills as well as more complex oral skills in presentations, interviewing, and discussions. The goal of the course is to prepare the students to enter into the academic environment of a U.S. university. Placement in this course is based on placement exam results and/or the successful completion of IEP Listening and Speaking Level II (IEP 022).

6.000 Continuing Education Units



0.000 Other hours


Levels: Continuing Education

Schedule Types: Lecture


English Language Services Department",Fall 2020,Class,5,,5,0,12189,Continuing Education,Lecture,Beth Ontrop,TBA,WF,1:50pm - 4:30pm
1329,IEP 022,IEP Listen & Speak Level II,,"IEP Listening and Speaking Level II (IEP 022) builds on students’ basic listening and speaking skills introduced in Level I. Students start identifying and interpreting relationships between ideas in a variety of listening materials. The speaking component focuses on communicating in the classroom and introduces basic presentation skills. Placement in this course is based on placement exam results and/or the successful completion of IEP Listening and Speaking Level I (IEP 021).

6.000 Continuing Education Units



0.000 Other hours


Levels: Continuing Education

Schedule Types: Lecture


English Language Services Department",Fall 2020,Class,5,,5,0,12188,Continuing Education,Lecture,,TBA,WF,1:50pm - 4:30pm
1330,IEP 021,IEP Listen & Speak Level I,,"IEP Listening and Speaking Level I (IEP 021) focuses on developing basic listening and speaking skills necessary to function in social and academic situations. Students are going to learn how to listen for main ideas and the most important supporting information. The speaking component focuses on developing basic conversation and discussion skills. Placement in this course is based on placement exam results.


6.000 TO 8.500 Continuing Education Units



0.000 Other hours


Levels: Continuing Education

Schedule Types: Lecture


English Language Services Department",Fall 2020,Class,0,,0,0,13008,Continuing Education,Lecture,,TBA,WF,1:50pm - 4:30pm
1331,IEP 024,IEP Listen & Speak Level IV,,"IEP Listening and Speaking Level IV (IEP 024) continues the development of high level academic speaking and listening skills of the advanced students. One goal of the course is to further listening skills as they relate to comprehending and analyzing multiple listening excerpts and applying the material to academic tasks. A variety of speaking skills will be practiced with specific attention to understanding and communicating statistical data, results, trends, techniques, methods and differences of opinion. Placement in this course is based on placement exam results and/or the successful completion of of IEP Listening and Speaking Level III (IEP 023).


6.000 Continuing Education Units



0.000 Other hours


Levels: Continuing Education

Schedule Types: Lecture


English Language Services Department",Fall 2020,Class,5,,5,0,12190,Continuing Education,Lecture,,TBA,WF,1:50pm - 4:30pm
1332,MAX 595,Special Topics,Business Graduate Tuition Rate,This course covers contemporary or cutting edge topics in the marketing analytics field offered on an irregular basis typically in a seminar style. Instructor permission is required.,Fall 2020,Class,11,,20,9,12814,"Graduate Business, Graduate, Undergraduate",Lecture,Andrew Kumiega,TBA,W,6pm - 8:30pm
1333,MAX 595,Special Topics,Business Graduate Tuition Rate,This course covers contemporary or cutting edge topics in the marketing analytics field offered on an irregular basis typically in a seminar style. Instructor permission is required.,Fall 2020,Class,15,Supply Chain Analytics,15,0,14240,"Graduate Business, Graduate, Undergraduate",Lecture,Andrew Kumiega,TBA,W,8am - 10:30am
1334,PHYS 405,Fndmntls of Quantum Theory I,Standard Tuition Rate,"A review of modern physics including topics such as blackbody radiation, the photoelectric effect, the Compton effect, the Bohr model of the hydrogen atom, the correspondence principle, and the DeBroglie hypothesis. Topics in one-dimensional quantum mechanics such as the particle in an infinite potential well, reflection and transmission from potential wells, barriers, and steps, the finite potential well and the quantum harmonic oscillator. General topics such as raising and lowering operators, Hermitian operators, commutator brackets and the Heisenberg Uncertainty Principle are also covered. Many particle systems and the Pauli Exclusion Principle are discussed. Three-dimensional quantum mechanical systems, orbital angular momentum, the hydrogen atom.",Fall 2020,Class,1,,20,19,10079,"Graduate Business, Graduate, Undergraduate",Lecture,Carlo Segre,TBA,TR,11:25am - 12:40pm
1335,PHYS 403,Relativity,Standard Tuition Rate,"Introduction to the special and general theories of relativity. Lorentz covariance. Minkowski space. Maxwell's equations. Relativistic mechanics. General coordinate covariance, differential geometry, Riemann tensor, the gravitational field equations. Schwarzschild solution, astronomical and experimental tests, relativistic cosmological models.",Fall 2020,Class,2,,10,8,13751,"Graduate Business, Graduate, Undergraduate",Lecture,Yurii Shylnov,TBA,MW,1:50pm - 3:05pm
1336,BME 582,Advnc Mass Trnsprt Biomed Engr,Standard Tuition Rate,This course is primarily focused on the development of theoretical and mathematical principles necessary for the delineation of mass transport processes in biological & medical systems. The content includes heterogeneous reactions that occur at or in the vicinity of cells or vascular structures under applied laminar flow and transport across cell membranes and within tissues.,Fall 2020,Class,0,,1,1,10652,"Graduate Business, Graduate, Undergraduate",Lecture,Marcella Vaicik,TBA,TR,1:50pm - 3:05pm
1337,ITM 301,Intro OS and Hardware I,"Eligible Pass/Fail Course, Standard Tuition Rate","Students study the basics of computer architecture and learn to use a contemporary operating system. Hardware requirements, hardware components, software compatibility, and system installation topics are covered along with post-installation, storage, security and system diagnosis, and repair. Topics also include discussion of current and future technology industry trends.",Fall 2020,Class,0,,23,23,11366,Undergraduate,Lecture/Lab,Vasilios Pappademetriou,Tech Park - South Building 2030,M,1:50pm - 3:05pm
1338,ITM 301,Intro OS and Hardware I,"Eligible Pass/Fail Course, Standard Tuition Rate","Students study the basics of computer architecture and learn to use a contemporary operating system. Hardware requirements, hardware components, software compatibility, and system installation topics are covered along with post-installation, storage, security and system diagnosis, and repair. Topics also include discussion of current and future technology industry trends.",Fall 2020,Class,0,,23,23,11366,Undergraduate,Lecture/Lab,Vasilios Pappademetriou,Tech Park - South Building 2030,M,3:15pm - 5:20pm
1339,ITM 301,Intro OS and Hardware I,"Eligible Pass/Fail Course, Standard Tuition Rate","Students study the basics of computer architecture and learn to use a contemporary operating system. Hardware requirements, hardware components, software compatibility, and system installation topics are covered along with post-installation, storage, security and system diagnosis, and repair. Topics also include discussion of current and future technology industry trends.",Fall 2020,Class,20,,24,4,12941,Undergraduate,Lecture/Lab,Vasilios Pappademetriou,Tech Park - South Building 2030,M,5:30pm - 6:50pm
1340,ITM 301,Intro OS and Hardware I,"Eligible Pass/Fail Course, Standard Tuition Rate","Students study the basics of computer architecture and learn to use a contemporary operating system. Hardware requirements, hardware components, software compatibility, and system installation topics are covered along with post-installation, storage, security and system diagnosis, and repair. Topics also include discussion of current and future technology industry trends.",Fall 2020,Class,20,,24,4,12941,Undergraduate,Lecture/Lab,Vasilios Pappademetriou,Tech Park - South Building 2030,M,7pm - 9:05pm
1341,IDX 597,Special Topics,ID Tuition Rate,Classes that cover special and contemporary topics in design. Students may take this class multiple times for a total of 24 credits toward their degree.,Fall 2020,Class,16,,16,0,13539,"Graduate Business, Graduate",Lecture,Christopher Rudd,TBA,M,2pm - 5pm
1342,IDX 597,Special Topics,ID Tuition Rate,Classes that cover special and contemporary topics in design. Students may take this class multiple times for a total of 24 credits toward their degree.,Fall 2020,Class,16,,16,0,13539,"Graduate Business, Graduate",Lecture,Christopher Rudd,TBA,M,2pm - 5pm
1343,BME 525,Introduction to Medical Device,Standard Tuition Rate,"This course will present fundamentals and applications of medical devices, BioMEMS, and microfluidic technologies for applications in the broad health and biomedical engineering. It will provide a broad view of the general field and a knowledge of relevant fabrication methods and analysis techniques. Fabrication and analytical techniques, interfacing with biological materials, and techniques for analyte detection will be emphasized. The course will include individual projects and critical paper reviews in which each student will be encouraged to master basic concepts in design and fabrication for devices for specific applications.",Fall 2020,Class,5,,8,3,13592,"Graduate Business, Graduate, Undergraduate",Lecture,Abhinav Bhushan,TBA,MW,11:25am - 12:40pm
1344,BME 522,Math Methods in BME,Standard Tuition Rate,"Graduate standing in BME or consent of instructor This course is an introductory graduate level course that integrates mathematical and computational tools that address directly the needs of biomedical engineers. The topics covered include the mathematics of diffusion, pharmacokinetic models, biological fluid mechanics, and biosignal representations and analysis. The use of MATLAB will be emphasized for numerically solving problems of practical relevance.",Fall 2020,Class,10,,12,2,13945,"Graduate Business, Graduate, Undergraduate",Lecture,Kenneth Tichauer,TBA,TR,8:35am - 9:50am
1345,CAE 110,Professional Practice I,Standard Tuition Rate,"This course is an introduction to the engineering profession. The content and delivery have been designed to challenge the student's perspective of oneself and thus make the student a better engineer. The class focus is on developing the skills to become a professional learner and a successful student, increasing team learning skills, self-reflection, enhancing ethical perception and decision making abilities, and understanding the responsibilities as an engineer. In simple terms, the student will begin to ""act as an engineer acts.""",Fall 2020,Class,31,,50,19,10115,Undergraduate,Lecture,Brent Stephens,TBA,R,10am - 11:15am
1346,MMAE 332,Design of Machine Elements,Standard Tuition Rate,"Students will gain an understanding of the analysis of basic elements used in machine design. These include the characteristics of gears, gear trains, bearings, shafts, keys, mechanical springs, brakes and clutches, and flexible elements.",Fall 2020,Class,59,,75,16,13041,Undergraduate,Lecture,Sayed Saghaian,TBA,MW,5pm - 6:15pm
1347,ITMD 555,Open-Source Intelligent Device,Standard Tuition Rate,"Intelligent device application development is covered with various technologies on mobile and robotic platforms. Utilizing contemporary toolkits, the student considers design and development on emulated and real ""smart"" devices including smart phones, personal digital assistants, sensors, actuators, and robots. Numerous exercises reinforce concepts gained throughout the course. A term project will integrate course topics into a comprehensive intelligent device application.",Fall 2020,Class,11,,20,9,12214,"Graduate Business, Graduate, Undergraduate",Lecture,James Papademas,TBA,M,1:50pm - 4:30pm
1348,MSC 631,Theory of Finance I,Business Graduate Tuition Rate,"This course is intended as an in depth review of the following areas of finance: (1) utility theory and expected utility valuation techniques; (2) the Markowitz portfolio problem and the CAPM model; (3) the APT theory and general linear arbitrage factor model; (4) single period consumption-based asset pricing models; (5) state preference theoretic approaches; (6) multi-period discrete time utility based models and associated mathematical techniques; (7) equilibrium and price bubbles in the preceding model (the ""Lucas"" model); (8) basic binomial derivative pricing; and (9) Ito's Lemma, Black-Scholes, and related models.",Fall 2020,Class,13,,15,2,11119,"Graduate Business, Graduate",Lecture,Ricky Cooper,TBA,F,6pm - 8:30pm
1349,MSC 631,Theory of Finance I,Business Graduate Tuition Rate,"This course is intended as an in depth review of the following areas of finance: (1) utility theory and expected utility valuation techniques; (2) the Markowitz portfolio problem and the CAPM model; (3) the APT theory and general linear arbitrage factor model; (4) single period consumption-based asset pricing models; (5) state preference theoretic approaches; (6) multi-period discrete time utility based models and associated mathematical techniques; (7) equilibrium and price bubbles in the preceding model (the ""Lucas"" model); (8) basic binomial derivative pricing; and (9) Ito's Lemma, Black-Scholes, and related models.",Fall 2020,Class,15,,15,0,14186,"Graduate Business, Graduate",Lecture,Ricky Cooper,TBA,F,8am - 10:30am
1350,PHYS 224,Gen Physics III for Engnrs,Standard Tuition Rate,"Sound and fluid mechanics. Temperature, first and second laws of thermodynamics, kinetic theory and entropy. Reflection, refraction, interference and diffraction. Special relativity. Light and quantum physics, structure of the hydrogen atom. Atomic physics, electrical conduction in solids, nuclear physics, particle physics and cosmology.",Fall 2020,Class,0,,34,34,10077,Undergraduate,Lecture,John Zasadzinski,TBA,MW,1:50pm - 3:05pm
1351,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,2,,48,46,10069,Undergraduate,Lecture,Alan Glodowski,TBA,TR,8:35am - 9:50am
1352,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,50,50,10071,Undergraduate,Lecture,Alan Glodowski,TBA,TR,11:25am - 12:40pm
1353,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,11,,38,27,10074,Undergraduate,Lecture,Timothy Morrison,TBA,MW,11:25am - 12:40pm
1354,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,6,,40,34,11684,Undergraduate,Lecture,Alan Glodowski,TBA,MW,1:50pm - 3:05pm
1355,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,23,,40,17,11863,Undergraduate,Lecture,David Gidalevitz,TBA,MW,8:35am - 9:50am
1356,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10070,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,F,1:50pm - 3:05pm
1357,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10070,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265A,F,3:15pm - 4:30pm
1358,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,2,,23,21,10863,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,W,8:35am - 9:50am
1359,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,2,,23,21,10863,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265A,W,10am - 11:15am
1360,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10072,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,W,6:25pm - 7:40pm
1361,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10072,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265A,W,7:50pm - 9:05pm
1362,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10073,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,F,8:35am - 9:50am
1363,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,0,,25,25,10073,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265B,F,10am - 11:15am
1364,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,7,,23,16,10075,Undergraduate,Lab,Timothy Morrison,TBA,T,8:35am - 9:50am
1365,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,7,,23,16,10075,Undergraduate,Lab,Timothy Morrison,TBA,T,10am - 11:15am
1366,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,4,,15,11,11683,Undergraduate,Lab,Timothy Morrison,TBA,R,8:35am - 9:50am
1367,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,4,,15,11,11683,Undergraduate,Lab,Timothy Morrison,TBA,R,10am - 11:15am
1368,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,1,,23,22,11685,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,T,6:25pm - 7:40pm
1369,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,1,,23,22,11685,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265B,T,7:50pm - 9:05pm
1370,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,6,,17,11,11686,Undergraduate,Lab,Alan Glodowski,John T. Rettaliata Engg Center 104,R,6:25pm - 7:40pm
1371,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,6,,17,11,11686,Undergraduate,Lab,Alan Glodowski,Robert A. Pritzker Science Ctr 265A,R,7:50pm - 9:05pm
1372,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,11,,18,7,11864,Undergraduate,Lab,David Gidalevitz,Robert A. Pritzker Science Ctr 213,F,10am - 11:15am
1373,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,11,,18,7,11864,Undergraduate,Lab,David Gidalevitz,Robert A. Pritzker Science Ctr 265B,F,11:25am - 12:40pm
1374,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,11,,22,11,11865,Undergraduate,Lab,David Gidalevitz,Robert A. Pritzker Science Ctr 213,W,1:50pm - 3:05pm
1375,PHYS 221,Gen Physics II: Elect&Magntism,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Waves charge, electric field, Gauss' Law and potential. Capacitance, resistance, simple a/c and d/c circuits. Magnetic fields, Ampere's Law, Faraday's Law, induction, and Maxwell's equations. Traveling waves, electromagnetic waves, and light.",Fall 2020,Class,11,,22,11,11865,Undergraduate,Lab,David Gidalevitz,Robert A. Pritzker Science Ctr 265B,W,3:15pm - 4:30pm
1376,PHYS 223,General Physics III,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Sound, fluid mechanics and elasticity. Temperature, first and second laws of thermodynamics, kinetic theory and entropy. Reflection, refraction, interference and diffraction. Special relativity. Quantization of light, charge and energy.",Fall 2020,Class,0,,14,14,10076,Undergraduate,Lecture,John Zasadzinski,TBA,MW,1:50pm - 3:05pm
1377,PHYS 223,General Physics III,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Sound, fluid mechanics and elasticity. Temperature, first and second laws of thermodynamics, kinetic theory and entropy. Reflection, refraction, interference and diffraction. Special relativity. Quantization of light, charge and energy.",Fall 2020,Class,0,,14,14,13750,Undergraduate,Lab,John Zasadzinski,TBA,M,8:35am - 9:50am
1378,PHYS 223,General Physics III,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Sound, fluid mechanics and elasticity. Temperature, first and second laws of thermodynamics, kinetic theory and entropy. Reflection, refraction, interference and diffraction. Special relativity. Quantization of light, charge and energy.",Fall 2020,Class,0,,14,14,13750,Undergraduate,Lab,John Zasadzinski,TBA,M,10am - 11:15am
1379,LAW 813,Mergers and Acquisitions,CK Law Tuition Rate,"The course examines merger and acquisition issues generally, with a specific focus on issues of special importance to banks, insurance companies, brokerage firms and other financial services institutions. Included are: structuring of mergers and acquisition, terms of acquisition documents, fiduciary duties of directors, various regulatory prohibitions and difficulties presented to mergers in the financial services industry, including the successor federal banking law to the Glass-Steagall Act and various state law issues; capital implications of mergers including the most efficient way to combine reporting entities; issues involving pricing and negotiating a merger or acquisition; and mechanical issues involved in mergers, including the transfer of customer account, additional registration of account executives and officers and directors, valuation issues, state approvals, and licensing of the surviving company.",Fall 2020,Class,19,,35,16,14099,"Graduate Business, Master of Laws, Law",Lecture,,TBA,T,6pm - 9pm
1380,CHEM 240,Organic Chemistry Lab,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Basic techniques for advanced organic preparations. Interpretation of scientific results including percent yield, melting point, boiling point, IR, and NMR spectra.",Fall 2020,Class,3,,12,9,10721,Undergraduate,Lecture,Hyun-Soon Chong,TBA,F,10am - 11:15am
1381,CHEM 240,Organic Chemistry Lab,"Communications Requirement, Lab Safety Instruction, Standard Tuition Rate","Basic techniques for advanced organic preparations. Interpretation of scientific results including percent yield, melting point, boiling point, IR, and NMR spectra.",Fall 2020,Class,3,,12,9,11850,Undergraduate,Lab,Hyun-Soon Chong,Wishnick Hall 212,F,1:50pm - 5:20pm
1382,MILS 101,MILS Intro & Critical Thinking,Standard Tuition Rate,"MILS 101 is an introduction to the Army and the Profession of Arms. Students will examine the Army Profession and what it means to be a professional in the U.S. Army. The overall focus is on developing basic knowledge and comprehension of the Army Leadership Requirements Model, to develop critical thinking skills through scenario-based applications, and its advantages for the student. Students also learn how resiliency and fitness support their development as a future leader.",Fall 2020,Class,8,,10,2,12960,Undergraduate,Lecture/Lab,"Francis Koykar, Howard Clifford",TBA,W,10am - 10:50am
